refseq	chr	start	end	pos	tss	SYMBOL	ENSEMBL
NM_001256480	chr2	175336212	175340212	1	175338212.0	Gm4724	ENSMUSG00000078897
NM_001256480	chr2	175336212	175340212	1	175338212.0	Gm4724	ENSMUSG00000078899
NM_001256480	chr2	175336212	175340212	1	175338212.0	Gm4724	ENSMUSG00000094475
NM_001256480	chr2	175336212	175340212	1	175338212.0	Gm4724	ENSMUSG00000094932
NM_001256480	chr2	175336212	175340212	1	175338212.0	Gm4724	ENSMUSG00000078881
NM_029174	chrX	139084243	139088243	0	139086243.0	4930513O06Rik	ENSMUSG00000031270
NM_030174	chr13	76382961	76386961	0	76384961.0	Mctp1	ENSMUSG00000021596
NM_029173	chr13	51169025	51173025	0	51171025.0	Nxnl2	ENSMUSG00000021396
NM_030172	chr12	99881442	99885442	1	99883442.0	Efcab11	ENSMUSG00000021176
NM_029172	chr10	13176023	13180023	1	13178023.0	Zc2hc1b	ENSMUSG00000019815
NM_029169	chr9	107870819	107874819	1	107872819.0	Rbm6	ENSMUSG00000032582
NM_029166	chr10	89742991	89746991	0	89744991.0	Uhrf1bp1l	ENSMUSG00000019951
NM_030167	chrX	53267805	53271805	1	53269805.0	Fam122b	ENSMUSG00000036022
NM_030113	chr8	77515907	77519907	1	77517907.0	Arhgap10	ENSMUSG00000037148
NM_008593	chr4	114906898	114910898	1	114908898.0	Foxd2	ENSMUSG00000055210
NM_001177408	chr8	20361202	20365202	1	20363202.0	Gm15319	ENSMUSG00000074449
NM_001277132	chr10	75938672	75942672	1	75940672.0	Gm867	ENSMUSG00000050157
NM_001289530	chr13	8200866	8204866	0	8202866.0	Adarb2	ENSMUSG00000052551
NM_001288613	chr1	75190010	75194010	1	75192010.0	Atg9a	ENSMUSG00000033124
NM_001287124	chr3	59128762	59132762	1	59130762.0	P2ry14	ENSMUSG00000036381
NM_001286759	chr3	139073201	139077201	1	139075201.0	Rap1gds1	ENSMUSG00000028149
NM_001285797	chr7	29904532	29908532	1	29906532.0	Zfp27	ENSMUSG00000062040
NM_008011	chr13	55150818	55154818	0	55152818.0	Fgfr4	ENSMUSG00000005320
NR_029538	chr2	180892040	180896040	0	180894040.0	Mir124a-3	ENSMUSG00000065454
NR_035416	chr2	10475910	10479910	0	10477910.0	Mir669j	ENSMUSG00000095340
NM_001113213	chr2	29887720	29891720	0	29889720.0	Odf2	ENSMUSG00000026790
NM_001104615	chr3	64408057	64412057	1	64410057.0	Vmn2r4	ENSMUSG00000092049
NM_026646	chr7	141435874	141439874	1	141437874.0	Slc25a22	ENSMUSG00000019082
NM_028199	chr11	97984446	97988446	1	97986446.0	Plxdc1	ENSMUSG00000017417
NM_028399	chr1	127772164	127776164	0	127774164.0	Ccnt2	ENSMUSG00000026349
NM_198656	chr2	178428515	178432515	0	178430515.0	Cdh26	ENSMUSG00000039155
NM_001033156	chr12	59217483	59221483	1	59219483.0	Fbxo33	ENSMUSG00000035329
NM_001110330	chr7	5011242	5015242	1	5013242.0	Fiz1	ENSMUSG00000061374
NM_001081022	chr7	125705876	125709876	0	125707876.0	D430042O09Rik	ENSMUSG00000032743
NM_001081322	chr9	75230014	75234014	0	75232014.0	Myo5c	ENSMUSG00000033590
NM_001167905	chr19	44027247	44031247	1	44029247.0	Cyp2c44	ENSMUSG00000025197
NM_026510	chr5	140329898	140333898	1	140331898.0	Mrm2	ENSMUSG00000029557
NM_026497	chr17	59011322	59015322	1	59013322.0	Nudt12	ENSMUSG00000024228
NM_029349	chr1	105661861	105665861	0	105663861.0	2310035C23Rik	ENSMUSG00000026319
NM_029347	chr4	95577421	95581421	0	95579421.0	Fggy	ENSMUSG00000028573
NM_029346	chr18	70242584	70246584	1	70244584.0	Dynap	ENSMUSG00000024512
NM_029345	chr11	106372826	106376826	0	106374826.0	Prr29	ENSMUSG00000009210
NM_029292	chr8	129065134	129069134	0	129067134.0	Ccdc7b	ENSMUSG00000056018
NM_153159	chr4	125125881	125129881	1	125127881.0	Zc3h12a	ENSMUSG00000042677
NM_172279	chr7	19456494	19460494	1	19458494.0	Mark4	ENSMUSG00000030397
NM_030022	chr5	140563067	140567067	1	140565067.0	Grifin	ENSMUSG00000036586
NM_029594	chr5	123480101	123484101	1	123482101.0	Il31	ENSMUSG00000029437
NR_027974	chr13	119486384	119490384	1	119488384.0	3110070M22Rik	ENSMUSG00000074635
NM_025833	chr5	144356112	144360112	1	144358112.0	Baiap2l1	ENSMUSG00000038859
NM_025614	chr10	34017616	34021616	1	34019616.0	Rwdd1	ENSMUSG00000019782
NM_026214	chr14	75953003	75957003	0	75955003.0	Kctd4	ENSMUSG00000046523
NM_026136	chr5	146500399	146504399	0	146502399.0	4930449I24Rik	ENSMUSG00000079093
NM_025828	chr13	55360783	55364783	1	55362783.0	Lman2	ENSMUSG00000021484
NM_025684	chr10	52389608	52393608	0	52391608.0	Nepn	ENSMUSG00000038624
NM_025598	chr2	181185343	181189343	0	181187343.0	Ppdpf	ENSMUSG00000016344
NM_008725	chr4	147998722	148002722	0	148000722.0	Nppa	ENSMUSG00000041616
NM_025606	chr19	11768415	11772415	0	11770415.0	Mrpl16	ENSMUSG00000024683
NM_025596	chr13	55320055	55324055	0	55322055.0	Prelid1	ENSMUSG00000021486
NM_025605	chr7	101903837	101907837	0	101905837.0	Lamtor1	ENSMUSG00000030842
NM_025595	chr6	125190200	125194200	0	125192200.0	Mrpl51	ENSMUSG00000030335
NM_025594	chr18	36791923	36795923	0	36793923.0	Zmat2	ENSMUSG00000001383
NM_025604	chr5	139824843	139828843	1	139826843.0	Psmg3	ENSMUSG00000029551
NM_025593	chr7	141473153	141477153	1	141475153.0	Polr2l	ENSMUSG00000038489
NM_025822	chr3	66983672	66987672	0	66985672.0	Rsrc1	ENSMUSG00000034544
NM_025602	chr10	105839479	105843479	0	105841479.0	Ccdc59	ENSMUSG00000019897
NM_025601	chr8	13560461	13564461	1	13562461.0	1700029H14Rik	ENSMUSG00000031452
NM_025591	chr6	86363683	86367683	0	86365683.0	Fam136a	ENSMUSG00000057497
NM_025590	chr4	106797831	106801831	1	106799831.0	Acot11	ENSMUSG00000034853
NM_025589	chr12	69182067	69186067	1	69184067.0	Rpl36al	ENSMUSG00000049751
NM_025600	chr8	71467194	71471194	0	71469194.0	Dda1	ENSMUSG00000074247
NM_025588	chr13	30972047	30976047	1	30974047.0	Exoc2	ENSMUSG00000021357
NM_025587	chr2	180255379	180259379	0	180257379.0	Rps21	ENSMUSG00000039001
NM_025586	chr14	18268986	18272986	1	18270986.0	Rpl15	ENSMUSG00000012405
NM_025583	chr8	111689010	111693010	1	111691010.0	Ctrb1	ENSMUSG00000031957
NM_025785	chr8	13905806	13909806	0	13907806.0	Fbxo25	ENSMUSG00000038365
NM_025642	chr16	90725371	90729371	1	90727371.0	Mis18a	ENSMUSG00000022978
NM_025580	chr1	74283034	74287034	0	74285034.0	Pnkd	ENSMUSG00000026179
NM_025578	chr6	92182023	92186023	1	92184023.0	Mrps25	ENSMUSG00000014551
NM_026142	chr14	49781367	49785367	1	49783367.0	3632451O06Rik	ENSMUSG00000036242
NM_025660	chrX	152014295	152018295	1	152016295.0	Ribc1	ENSMUSG00000025257
NM_025573	chr5	115325177	115329177	0	115327177.0	Srsf9	ENSMUSG00000029538
NM_025572	chr4	118525275	118529275	0	118527275.0	2610528J11Rik	ENSMUSG00000028536
NM_026012	chr9	110622393	110626393	1	110624393.0	Nradd	ENSMUSG00000032491
NM_025776	chr18	60558786	60562786	0	60560786.0	Rbm22	ENSMUSG00000024604
NM_025569	chr1	167391797	167395797	1	167393797.0	Mgst3	ENSMUSG00000026688
NM_025896	chr13	27257489	27261489	0	27259489.0	Prl3a1	ENSMUSG00000038883
NM_025563	chr19	46687906	46691906	0	46689906.0	Borcs7	ENSMUSG00000062376
NM_013528	chr6	87040846	87044846	0	87042846.0	Gfpt1	ENSMUSG00000029992
NM_001271392	chr13	98261076	98265076	0	98263076.0	Ankra2	ENSMUSG00000021661
NM_001271405	chr4	139192111	139196111	0	139194111.0	Capzb	ENSMUSG00000028745
NM_001289428	chr7	3896150	3900150	1	3898150.0	Pira6	ENSMUSG00000074419
NM_001287195	chr17	40559507	40563507	0	40561507.0	Gm44501	ENSMUSG00000090897
NM_029202	chr6	18864318	18868318	0	18866318.0	Ankrd7	ENSMUSG00000029517
NM_030192	chr16	4833416	4837416	0	4835416.0	4930562C15Rik	ENSMUSG00000022518
NM_001040700	chr7	109721771	109725771	1	109723771.0	BC051019	ENSMUSG00000031022
NM_001039689	chrX	37478337	37482337	0	37480337.0	Rhox4c	ENSMUSG00000079635
NM_001163378	chr12	71134848	71138848	0	71136848.0	2700049A03Rik	ENSMUSG00000034601
NM_001081235	chr5	111416166	111420166	0	111418166.0	Mn1	ENSMUSG00000070576
NM_001271585	chr2	181518485	181522485	0	181520485.0	Dnajc5	ENSMUSG00000000826
NM_001277851	chr9	44671233	44675233	0	44673233.0	Treh	ENSMUSG00000032098
NM_001277730	chr1	156301606	156305606	1	156303606.0	Tdrd5	ENSMUSG00000060985
NM_001278605	chr7	119477262	119481262	1	119479262.0	Umod	ENSMUSG00000030963
NM_146392	chr14	14174080	14178080	1	14176080.0	Olfr720	ENSMUSG00000052417
NM_147027	chr14	14326113	14330113	0	14328113.0	Olfr31	ENSMUSG00000072707
NM_026565	chrX	112309352	112313352	0	112311352.0	Apool	ENSMUSG00000025525
NM_001045532	chr13	27847342	27851342	0	27849342.0	Prl2c1	ENSMUSG00000062551
NM_001164485	chr14	32831962	32835962	0	32833962.0	Fam170b	ENSMUSG00000078127
NM_001163143	chr9	67830330	67834330	1	67832330.0	C2cd4a	ENSMUSG00000047990
NM_001163138	chr15	5106533	5110533	1	5108533.0	Card6	ENSMUSG00000041849
NM_001167997	chrX	101057639	101061639	1	101059639.0	Tex11	ENSMUSG00000009670
NM_001163131	chr1	135256472	135260472	1	135258472.0	Elf3	ENSMUSG00000003051
NM_001163126	chr12	31652869	31656869	0	31654869.0	Cog5	ENSMUSG00000035933
NM_001164172	chr8	4236740	4240740	0	4238740.0	Map2k7	ENSMUSG00000002948
NM_001164172	chr8	4236740	4240740	0	4238740.0	Map2k7	ENSMUSG00000109061
NM_001282034	chrX	33655140	33659140	0	33657140.0	Btbd35f13	ENSMUSG00000095934
NM_001162983	chr4	143347750	143351750	0	143349750.0	Lrrc38	ENSMUSG00000028584
NM_001162983	chr4	143347750	143351750	0	143349750.0	Lrrc38	ENSMUSG00000097351
NM_001162980	chr4	104911456	104915456	0	104913456.0	1700024P16Rik	ENSMUSG00000078612
NR_102289	chr9	57129290	57133290	1	57131290.0	Man2c1os	ENSMUSG00000086728
NR_077224	chr8	108582677	108586677	1	108584677.0	Lncbate1	ENSMUSG00000110613
NR_077222	chr7	73814503	73818503	1	73816503.0	Gm10619	ENSMUSG00000074067
NM_001039385	chr5	137028295	137032295	0	137030295.0	Vgf	ENSMUSG00000037428
NM_001331065	chr14	8000888	8004888	0	8002888.0	Abhd6	ENSMUSG00000025277
NM_001102438	chr2	23067072	23071072	0	23069072.0	Acbd5	ENSMUSG00000026781
NM_001166206	chr2	131857747	131861747	1	131859747.0	Erv3	ENSMUSG00000037482
NM_001166218	chr13	67059170	67063170	1	67061170.0	Zfp712	ENSMUSG00000090641
NM_001166213	chr8	71595646	71599646	0	71597646.0	Fam129c	ENSMUSG00000043243
NM_001166207	chr9	24694293	24698293	1	24696293.0	Dpy19l2	ENSMUSG00000085576
NM_001166177	chr11	109541711	109545711	0	109543711.0	Arsg	ENSMUSG00000020604
NM_001166174	chr7	30761756	30765756	0	30763756.0	Dmkn	ENSMUSG00000060962
NM_001170912	chr7	109506134	109510134	1	109508134.0	Trim66	ENSMUSG00000031026
NM_001172099	chr11	88167565	88171565	0	88169565.0	Cuedc1	ENSMUSG00000098571
NM_001253356	chr10	36504807	36508807	0	36506807.0	Hs3st5	ENSMUSG00000044499
NM_011634	chr9	107948963	107952963	0	107950963.0	Traip	ENSMUSG00000032586
NM_012039	chr9	49053581	49057581	0	49055581.0	Zw10	ENSMUSG00000032264
NM_012040	chrX	73657854	73661854	1	73659854.0	Pnck	ENSMUSG00000002012
NM_012037	chr11	101464199	101468199	1	101466199.0	Vat1	ENSMUSG00000034993
NM_011937	chr18	38336993	38340993	1	38338993.0	Gnpda1	ENSMUSG00000052102
NR_106026	chr7	126577532	126581532	1	126579532.0	Mir7059	ENSMUSG00000098540
NM_001290462	chr4	43651594	43655594	1	43653594.0	Spag8	ENSMUSG00000066196
NM_001141948	chr2	51971208	51975208	1	51973208.0	Nmi	ENSMUSG00000026946
NM_001141932	chr2	60879438	60883438	1	60881438.0	Rbms1	ENSMUSG00000026970
NM_001083897	chr1	165632541	165636541	1	165634541.0	Mpzl1	ENSMUSG00000026566
NM_001113369	chr7	25538004	25542004	1	25540004.0	Ceacam2	ENSMUSG00000054385
NM_001161796	chr3	82072711	82076711	1	82074711.0	Gucy1b3	ENSMUSG00000028005
NM_001123371	chr14	50954141	50958141	0	50956141.0	Pnp2	ENSMUSG00000068417
NM_001126182	chr13	100200122	100204122	1	100202122.0	Naip2	ENSMUSG00000078945
NM_001114597	chr19	5724317	5728317	1	5726317.0	Ehbp1l1	ENSMUSG00000024937
NR_105746	chr7	53889889	53893889	1	53891889.0	Mir6238	ENSMUSG00000099176
NR_105745	chr9	9892431	9896431	0	9894431.0	Mir6237	ENSMUSG00000098408
NR_105744	chr9	110279287	110283287	0	110281287.0	Mir6236	ENSMUSG00000098973
NM_001272032	chr16	18390563	18394563	0	18392563.0	Arvcf	ENSMUSG00000000325
NM_007408	chr4	86668059	86672059	1	86670059.0	Plin2	ENSMUSG00000028494
NM_001013365	chr11	4234785	4238785	0	4236785.0	Osm	ENSMUSG00000058755
NM_013827	chr5	108063674	108067674	0	108065674.0	Mtf2	ENSMUSG00000029267
NM_011843	chr10	128523859	128527859	1	128525859.0	Esyt1	ENSMUSG00000025366
NM_016674	chr16	26369839	26373839	1	26371839.0	Cldn1	ENSMUSG00000022512
NM_011609	chr6	125347723	125351723	0	125349723.0	Tnfrsf1a	ENSMUSG00000030341
NM_011973	chr12	110838939	110842939	1	110840939.0	Mok	ENSMUSG00000056458
NM_011607	chr4	64045015	64049015	1	64047015.0	Tnc	ENSMUSG00000028364
NM_011597	chr19	24223026	24227026	1	24225026.0	Tjp2	ENSMUSG00000024812
NM_011626	chr5	76181880	76185880	0	76183880.0	Tmem165	ENSMUSG00000029234
NM_001045807	chr3	107331289	107335289	1	107333289.0	Rbm15	ENSMUSG00000048109
NM_001033791	chr4	121322917	121326917	1	121324917.0	Gm12888	ENSMUSG00000073764
NM_001033790	chr4	101842022	101846022	1	101844022.0	B020004J07Rik	ENSMUSG00000035201
NM_001045543	chr11	83520099	83524099	1	83522099.0	Heatr9	ENSMUSG00000018925
NM_001045542	chr11	58430559	58434559	0	58432559.0	Gm12253	ENSMUSG00000058287
NM_001045540	chr11	48925182	48929182	1	48927182.0	Gm12185	ENSMUSG00000048852
NM_001045539	chrX	73115702	73119702	1	73117702.0	Xlr5a	ENSMUSG00000058328
NM_001045536	chr11	72794226	72798226	0	72796226.0	Zzef1	ENSMUSG00000055670
NM_001045535	chr13	33841408	33845408	1	33843408.0	Serpinb6e	ENSMUSG00000069248
NM_001045533	chr1	72534564	72538564	1	72536564.0	March4	ENSMUSG00000039372
NM_001101561	chr10	20206439	20210439	0	20208439.0	Rpl32l	ENSMUSG00000057841
NM_001081299	chr15	23034463	23038463	0	23036463.0	Cdh18	ENSMUSG00000040420
NM_001045531	chr11	73327741	73331741	0	73329741.0	Spata22	ENSMUSG00000069825
NM_001045530	chr11	43526749	43530749	0	43528749.0	Ccnjl	ENSMUSG00000044707
NM_001160252	chr19	4081519	4085519	0	4083519.0	Cabp2	ENSMUSG00000024857
NM_001160252	chr19	4081519	4085519	0	4083519.0	Cabp2	ENSMUSG00000097733
NM_001083114	chr15	93396350	93400350	0	93398350.0	Pphln1	ENSMUSG00000036167
NM_001110228	chr2	6882996	6886996	1	6884996.0	Celf2	ENSMUSG00000002107
NM_001081113	chr6	148829467	148833467	1	148831467.0	Ipo8	ENSMUSG00000040029
NM_001045527	chr11	87615164	87619164	0	87617164.0	Hsf5	ENSMUSG00000070345
NM_001081248	chr4	144611707	144615707	0	144613707.0	Gm13177	ENSMUSG00000070609
NM_001081247	chr14	24485046	24489046	1	24487046.0	Polr3a	ENSMUSG00000025280
NM_139269	chr19	7555459	7559459	0	7557459.0	Pla2g16	ENSMUSG00000060675
NM_139218	chr6	122624424	122628424	0	122626424.0	Dppa3	ENSMUSG00000046323
NM_139197	chr2	28494891	28498891	0	28496891.0	Gbgt1	ENSMUSG00000026829
NM_139206	chr18	37995574	37999574	1	37997574.0	Arap3	ENSMUSG00000024451
NM_144891	chr2	163436467	163440467	0	163438467.0	Gdap1l1	ENSMUSG00000017943
NM_001039555	chr19	39739101	39743101	1	39741101.0	Cyp2c68	ENSMUSG00000074882
NR_106077	chr17	27356097	27360097	0	27358097.0	Mir7218	ENSMUSG00000106215
NM_001034964	chr19	40400310	40404310	1	40402310.0	Sorbs1	ENSMUSG00000025006
NM_001024136	chr4	47055306	47059306	1	47057306.0	Anks6	ENSMUSG00000066191
NM_001109661	chr4	32415435	32419435	0	32417435.0	Bach2	ENSMUSG00000040270
NM_001113460	chr5	72866448	72870448	1	72868448.0	Tec	ENSMUSG00000029217
NM_001099637	chr1	176805124	176809124	1	176807124.0	Cep170	ENSMUSG00000057335
NM_007811	chr19	37695808	37699808	0	37697808.0	Cyp26a1	ENSMUSG00000024987
NM_007954	chr8	93129283	93133283	1	93131283.0	Ces1c	ENSMUSG00000057400
NR_037228	chr12	87435757	87439757	1	87437757.0	Mir3068	ENSMUSG00000105428
NM_010862	chr11	60467339	60471339	0	60469339.0	Myo15	ENSMUSG00000042678
NR_136902	chr12	71382208	71386208	1	71384208.0	1700083H02Rik	ENSMUSG00000100668
NM_010742	chr15	74761567	74765567	1	74763567.0	Ly6d	ENSMUSG00000034634
NM_010784	chr2	91930297	91934297	1	91932297.0	Mdk	ENSMUSG00000027239
NM_009739	chr7	127902073	127906073	0	127904073.0	Bckdk	ENSMUSG00000030802
NM_011129	chr11	87579061	87583061	0	87581061.0	Sept4	ENSMUSG00000020486
NM_011483	chr17	56510483	56514483	1	56512483.0	Znrf4	ENSMUSG00000044526
NM_011264	chr10	39730160	39734160	0	39732160.0	Rev3l	ENSMUSG00000019841
NM_009829	chr6	127149048	127153048	1	127151048.0	Ccnd2	ENSMUSG00000000184
NM_010828	chr10	17721228	17725228	0	17723228.0	Cited2	ENSMUSG00000039910
NM_010827	chr1	14753966	14757966	1	14755966.0	Msc	ENSMUSG00000025930
NM_009827	chr5	53705704	53709704	1	53707704.0	Cckar	ENSMUSG00000029193
NM_010826	chr7	110944187	110948187	1	110946187.0	Mrvi1	ENSMUSG00000005611
NM_009977	chr2	150568415	150572415	0	150570415.0	Cst7	ENSMUSG00000068129
NM_011242	chr19	6398583	6402583	0	6400583.0	Rasgrp2	ENSMUSG00000032946
NM_011242	chr19	6398583	6402583	0	6400583.0	Rasgrp2	ENSMUSG00000106685
NM_010825	chr2	116063058	116067058	1	116065058.0	Meis2	ENSMUSG00000027210
NM_009824	chr8	122697109	122701109	1	122699109.0	Cbfa2t3	ENSMUSG00000006362
NM_010824	chr11	87791784	87795784	0	87793784.0	Mpo	ENSMUSG00000009350
NM_013464	chr12	35532989	35536989	1	35534989.0	Ahr	ENSMUSG00000019256
NM_013886	chr7	81932459	81936459	1	81934459.0	Hdgfrp3	ENSMUSG00000025104
NM_016807	chr4	6363680	6367680	0	6365680.0	Sdcbp	ENSMUSG00000028249
NM_025830	chr8	107434398	107438398	0	107436398.0	Wwp2	ENSMUSG00000031930
NM_025475	chr2	120607382	120611382	0	120609382.0	Haus2	ENSMUSG00000027285
NM_013678	chr2	26914421	26918421	0	26916421.0	Surf2	ENSMUSG00000014873
NM_013677	chr2	26914530	26918530	1	26916530.0	Surf1	ENSMUSG00000015790
NM_013676	chr7	28336719	28340719	1	28338719.0	Supt5	ENSMUSG00000003435
NR_106138	chr15	78346599	78350599	0	78348599.0	Mir7676-2	ENSMUSG00000099059
NM_001145895	chr6	85900533	85904533	1	85902533.0	Nat8f4	ENSMUSG00000068299
NM_001164662	chr7	55840071	55844071	0	55842071.0	Cyfip1	ENSMUSG00000030447
NM_001161548	chr5	139812283	139816283	1	139814283.0	Tmem184a	ENSMUSG00000036687
NM_001163490	chr3	88457101	88461101	1	88459101.0	Sema4a	ENSMUSG00000028064
NM_001163486	chr5	103975388	103979388	1	103977388.0	Hsd17b13	ENSMUSG00000034528
NM_001199695	chr4	129639065	129643065	1	129641065.0	Txlna	ENSMUSG00000053841
NM_001271542	chr8	40513847	40517847	1	40515847.0	Cnot7	ENSMUSG00000031601
NM_001271540	chr7	44668843	44672843	1	44670843.0	Myh14	ENSMUSG00000030739
NM_172671	chr2	109915647	109919647	0	109917647.0	Lgr4	ENSMUSG00000050199
NM_172594	chr13	112925793	112929793	0	112927793.0	Dhx29	ENSMUSG00000042426
NM_001112715	chr7	140966076	140970076	0	140968076.0	Ifitm1	ENSMUSG00000025491
NM_001243049	chr11	101007452	101011452	0	101009452.0	Atp6v0a1	ENSMUSG00000019302
NM_001193668	chr4	42112787	42116787	0	42114787.0	Gm10591	ENSMUSG00000096596
NR_037230	chr12	109585943	109589943	0	109587943.0	Mir3070a	ENSMUSG00000095147
NM_001085407	chr2	26387316	26391316	1	26389316.0	Sdccag3	ENSMUSG00000026927
NM_001253819	chr15	79401278	79405278	1	79403278.0	Tmem184b	ENSMUSG00000009035
NM_001277080	chr11	67594555	67598555	0	67596555.0	Gas7	ENSMUSG00000033066
NM_001276465	chr4	145193005	145197005	1	145195005.0	Vps13d	ENSMUSG00000020220
NM_001281926	chr2	165880278	165884278	1	165882278.0	Zmynd8	ENSMUSG00000039671
NM_011533	chr19	3990752	3994752	0	3992752.0	Tbx10	ENSMUSG00000037477
NM_013703	chr19	27215020	27219020	0	27217020.0	Vldlr	ENSMUSG00000024924
NM_001276400	chr2	151666533	151670533	1	151668533.0	Rad21l	ENSMUSG00000074704
NM_001286604	chr9	35265805	35269805	1	35267805.0	Fam118b	ENSMUSG00000050471
NM_001286038	chr7	19397921	19401921	1	19399921.0	Klc3	ENSMUSG00000040714
NM_001286037	chr5	134227625	134231625	1	134229625.0	Ncf1	ENSMUSG00000015950
NM_001285937	chr1	63198358	63202358	0	63200358.0	Zdbf2	ENSMUSG00000027520
NM_001289656	chr6	34778432	34782432	0	34780432.0	Agbl3	ENSMUSG00000038836
NM_178749	chr18	43205697	43209697	0	43207697.0	Stk32a	ENSMUSG00000039954
NR_028534	chr7	44247855	44251855	0	44249855.0	Snord88c	ENSMUSG00000096296
NM_001042620	chr5	52188546	52192546	1	52190546.0	Dhx15	ENSMUSG00000029169
NM_009409	chr14	16363206	16367206	0	16365206.0	Top2b	ENSMUSG00000017485
NM_010651	chr6	130191112	130195112	1	130193112.0	Klra9	ENSMUSG00000033024
NM_010480	chr12	110694395	110698395	1	110696395.0	Hsp90aa1	ENSMUSG00000021270
NM_008100	chr2	62481653	62485653	1	62483653.0	Gcg	ENSMUSG00000000394
NM_172503	chr8	84235042	84239042	1	84237042.0	Zswim4	ENSMUSG00000035671
NM_172517	chr1	132475367	132479367	0	132477367.0	Rbbp5	ENSMUSG00000026439
NM_172492	chr6	119328766	119332766	1	119330766.0	Lrtm2	ENSMUSG00000055003
NM_172501	chr3	53461258	53465258	1	53463258.0	Nhlrc3	ENSMUSG00000042997
NM_172581	chr12	84359821	84363821	1	84361821.0	Fam161b	ENSMUSG00000021234
NM_172500	chr12	105007809	105011809	1	105009809.0	Syne3	ENSMUSG00000054150
NM_173439	chr16	32245025	32249025	1	32247025.0	Fbxo45	ENSMUSG00000035764
NM_173437	chr1	135583355	135587355	1	135585355.0	Nav1	ENSMUSG00000009418
NM_173436	chrX	105497772	105501772	0	105499772.0	Cypt2	ENSMUSG00000090132
NM_173435	chrX	81456122	81460122	1	81458122.0	4930595M18Rik	ENSMUSG00000060673
NM_173434	chr11	49049242	49053242	1	49051242.0	9930111J21Rik2	ENSMUSG00000069892
NM_173432	chr8	105898474	105902474	0	105900474.0	Pskh1	ENSMUSG00000048310
NM_173773	chr4	143448302	143452302	1	143450302.0	Oog4	ENSMUSG00000047799
NM_173773	chr4	143448302	143452302	1	143450302.0	Oog4	ENSMUSG00000097153
NM_173757	chr13	99342786	99346786	0	99344786.0	Mrps27	ENSMUSG00000041632
NM_173429	chr6	48611180	48615180	0	48613180.0	Zfp775	ENSMUSG00000007216
NM_173789	chr8	46292671	46296671	1	46294671.0	Helt	ENSMUSG00000047171
NM_173428	chr6	48446229	48450229	0	48448229.0	Sspo	ENSMUSG00000029797
NM_009687	chr14	50922949	50926949	0	50924949.0	Apex1	ENSMUSG00000035960
NM_009686	chr5	66616817	66620817	1	66618817.0	Apbb2	ENSMUSG00000029207
NM_009432	chr3	102780714	102784714	1	102782714.0	Tshb	ENSMUSG00000027857
NM_178645	chr11	76943656	76947656	0	76945656.0	Blmh	ENSMUSG00000020840
NM_178756	chr4	49057462	49061462	0	49059462.0	Plppr1	ENSMUSG00000063446
NM_178643	chr7	35394767	35398767	1	35396767.0	Faap24	ENSMUSG00000030493
NM_001290556	chrX	99468735	99472735	1	99470735.0	Pja1	ENSMUSG00000034403
NM_001290551	chr4	94737289	94741289	0	94739289.0	Tek	ENSMUSG00000006386
NM_177582	chr5	123392798	123396798	0	123394798.0	Mlxip	ENSMUSG00000038342
NM_177568	chr2	118726438	118730438	1	118728438.0	Plcb2	ENSMUSG00000040061
NM_178639	chr6	85331422	85335422	1	85333422.0	Sfxn5	ENSMUSG00000033720
NM_178640	chr13	13952674	13956674	0	13954674.0	B3galnt2	ENSMUSG00000039242
NM_178638	chr9	103759837	103763837	1	103761837.0	Tmem108	ENSMUSG00000042757
NM_178637	chr19	5608094	5612094	1	5610094.0	Kat5	ENSMUSG00000024926
NM_178635	chr7	99139144	99143144	1	99141144.0	Uvrag	ENSMUSG00000035354
NM_177448	chr7	99236611	99240611	1	99238611.0	Mogat2	ENSMUSG00000052396
NM_001302457	chr8	11554063	11558063	0	11556063.0	Ing1	ENSMUSG00000045969
NM_001302387	chr7	7296836	7300836	1	7298836.0	Clcn4	ENSMUSG00000000605
NM_029974	chr3	89363253	89367253	1	89365253.0	Dcst1	ENSMUSG00000042672
NM_177469	chr7	139832174	139836174	0	139834174.0	Adgra1	ENSMUSG00000025475
NM_178628	chr12	69891105	69895105	0	69893105.0	Atl1	ENSMUSG00000021066
NM_178627	chr15	83147336	83151336	1	83149336.0	Poldip3	ENSMUSG00000041815
NM_178626	chr11	54785703	54789703	1	54787703.0	Cdc42se2	ENSMUSG00000052298
NM_001310524	chr5	30919559	30923559	0	30921559.0	Khk	ENSMUSG00000029162
NM_001313696	chrX	36872295	36876295	0	36874295.0	Ube2a	ENSMUSG00000016308
NM_023633	chr12	83948608	83952608	0	83950608.0	Riox1	ENSMUSG00000046791
NM_178624	chr9	114024751	114028751	1	114026751.0	Fbxl2	ENSMUSG00000032507
NM_178622	chr5	117113993	117117993	1	117115993.0	Suds3	ENSMUSG00000066900
NM_178690	chr1	127866773	127870773	0	127868773.0	Rab3gap1	ENSMUSG00000036104
NM_178619	chr9	21590722	21594722	0	21592722.0	Timm29	ENSMUSG00000048429
NM_178620	chr11	116852015	116856015	0	116854015.0	Mfsd11	ENSMUSG00000020818
NM_178618	chr11	61682410	61686410	0	61684410.0	Fam83g	ENSMUSG00000042377
NM_178656	chr11	66909991	66913991	0	66911991.0	Pirt	ENSMUSG00000048070
NM_178616	chr11	80426615	80430615	0	80428615.0	Psmd11	ENSMUSG00000017428
